chemical_name,cas_number,purity_grades_sold,certifications,primary_hub_id,primary_hub_label,secondary_hubs,sub_industry_tags_provisional,top_customers,customer_count_3yr,last_shipped_date,total_gp_3yr,total_revenue_3yr,transaction_count_3yr,hubspot_deal_count,hubspot_deal_total_usd,kelly_review_status,reviewer_group_status,source_systems,primary_pnum,all_pnums,pmast
"LEAD (IV) OXIDE, meeting MIL-L-376C, Type I, Class 2, (Lead Dioxide, Lead Peroxide, Lead Superoxide), PbO₂",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Celanese Ltd | Riverbend Energetics | Valor Tactical Innovation,3,2025-02-12,7596.25,29494.0,6,3,15047.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2024, Invoice 2025",11257,11257,11257
"ZINC CHLORIDE, 80% solution, (special for IOWA DOT) ZnCl₂",LOOKUP_NEEDED,80%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,IOWA DOT,1,2025-06-04,7517.85,8892.89,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3111,C3111,C3111
"POTASSIUM CYANIDE, ACS Reagent, granular, KCN",151-50-8,ACS Reagent | Reagent,ACS Reagent | Reagent,consumer-industrial,Consumer & Industrial,Life Sciences & Pharma | Unclassified,PROVISIONAL: Consumer & Industrial; Life Sciences & Pharma; Unclassified,SWIC Scientific & Chemical | HACH Company | Connovation Ltd,4,2025-12-08,7457.01,21397.64,15,12,32104.46,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (12 deals), Invoice 2023, Invoice 2024, Invoice 2025",11730,11730,11730
"SURROGATE WASTE FEED, Cluster 8 DFHLW Feed for VSL 2025",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-04-30,7426.44,8489.66,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3108,C3108,C3108
"ZINC ACETATE, DIHYDRATE, 27.5% solution, 99% pure, Zn(OOCCH₃)₂.2H₂O",LOOKUP_NEEDED,27.5% | 99%,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,Fifield Inc USA,1,2024-10-11,7301.99,13996.8,3,1,5864.4,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",14560,14560,14560
"TIN (II) CHLORIDE, ANHYDROUS, 99.5% pure, -4 mesh, (Stannous Chloride, Anhydrous), SnCl₂",LOOKUP_NEEDED,99.5%,Anhydrous,unclassified,Unclassified,Life Sciences & Pharma,PROVISIONAL: Unclassified; Life Sciences & Pharma,P & O Custom Glass Mirror | MP Biomedicals LLC | BeanTown Chemical Corp,8,2025-11-25,7247.83,26675.0,18,10,18547.31,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (10 deals), Invoice 2023, Invoice 2024, Invoice 2025",14495,14495,14495
"SODIUM CHLORIDE, 99.9% pure, -60 mesh, NaCl",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,World Bioproducts LLC | Shearwater Research Inc. | Aptar CSP Technologies,5,2025-11-07,7198.77,8414.28,32,7,7897.91,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (7 deals), Invoice 2023, Invoice 2024, Invoice 2025",11255,11255,11255
"MAGNESIUM OXIDE, 98% pure, -100 mesh,  MgO",LOOKUP_NEEDED,98%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Infiniumco | MakrMed | SKINN Cosmetics,3,2025-10-24,7164.42,13020.0,6,5,14963.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (5 deals), Invoice 2024, Invoice 2025",90325,90325,90325
"1,2-DICHLOROBENZENE for Thermo Fisher Spectrophotometry",LOOKUP_NEEDED,Unknown,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2025-12-11,7054.6,20836.55,1,2,43757.99,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",C3145,C3145,C3145
"CALCIUM BORIDE, 99% pure, -20 mesh, (Calcium Hexaboride), CaB₆",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,"Thermo Fisher Scientific | Atlantic Metals & Alloys, Inc.",2,2024-09-18,6978.86,7645.1,3,1,458.05,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",16142,16142,16142
"SODIUM CITRATE, DIHYDRATE, 99% pure, granular, (Trisodium Citrate, Dihydrate), Na₃C₆H₅O₇.2H₂O",LOOKUP_NEEDED,99%,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,United Chemical International LLC,1,2025-04-21,6948.9,104170.5,2,1,52080.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",14854,14854,14854
"MANGANESE (II) CARBONATE, 99.95% pure, -200 mesh, MnCO₃",LOOKUP_NEEDED,99.95%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific | NEI Corporation,2,2024-02-07,6918.99,9996.4,4,2,5820.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",13603,13603,13603
"SELENIUM (IV) OXIDE, 99.5% pure, -4 mesh, (Selenium Dioxide), SeO₂",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"NLCE Denmark, LLC | Coventya, Inc.",2,2023-10-16,6915.62,20997.63,2,1,897.38,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",17929,17929,17929
"CALCIUM BROMIDE, HYDRATE, 99% pure, -50 mesh,  CaBr₂.xH₂O",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2024-04-03,6799.75,7925.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,16851,16851,16851
"STRONTIUM CARBONATE, 99.5% pure, -325 mesh, typically 1 micron, SrCO₃",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Thermo Fisher Scientific | NC State University | Redoxblox,7,2025-10-10,6633.13,9473.2,15,4,2450.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",18297,18297,18297
"NIOBIUM (V) ETHOXIDE, 99.999% pure, liquid, Nb(C₂H₅O)₅",LOOKUP_NEEDED,99.999%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Thermo Fisher Scientific | NEI Corporation,2,2024-07-08,6620.42,29407.9,5,2,15737.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",16195,16195,16195
"CHROMIUM METAL, PIECES, 99.2% pure, 3-12 mm,  Cr",LOOKUP_NEEDED,99.2%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Thermo Fisher Scientific | Universidad Tecnica Federico,2,2025-04-11,6542.94,15513.8,6,1,9072.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024, Invoice 2025",18423,18423,18423
"COBALT (II) HYDROXIDE, powder, Part No. 2900205-0001, (Special for Acme Electric Corporation), Co(OH)₂",LOOKUP_NEEDED,Unknown,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,Acme Aerospace Inc.,1,2025-04-11,6458.16,13340.88,5,3,7443.92,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",C2396,C2396,C2396
"IRON (III) OXIDE, ANHYDROUS, BASF Specification No. GPS-1709, Rev, 2., (Part Number 500061-102, Article Number 50373817), (Ferric Oxide, Anhydrous), Fe₂O₃",LOOKUP_NEEDED,Unknown,Anhydrous | BASF Spec,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,BASF Catalysts South | BASF Mobile Emissions Catalyst | BASF Catalysts Germany GmbH,3,2025-12-10,6456.46,12470.0,4,2,10200.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",C2798,C2798,C2798
"MERCURY (II) ACETATE, 1.6% Solution, 1.0% as Hg, Hg(C₂H₃O₂)₂",LOOKUP_NEEDED,1.0% | 1.6%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,ESS,1,2025-04-07,6436.8,6550.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3101,C3101,C3101
"NICKEL (II) SULFATE, Solution with 2.5% elemental Ni",LOOKUP_NEEDED,2.5%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2023-09-22,6411.42,9612.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C3039,C3039,C3039
"IRON (III) NITRATE, NONAHYDRATE, 99.999+% pure, Sigma-Aldrich Part No. 529303-BULK, (Ferric Nitrate, Nonahydrate), Fe(NO₃)₃.9H₂O",LOOKUP_NEEDED,Unknown,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2023-07-21,6406.64,6350.0,2,1,7052.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",C2847,C2847,C2847
30 Calendar Days of Material Storage  (15Oct25 - 13Nov25),LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-11-18,6336.0,6336.0,4,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,17501,17501,17501
"BORIC ACID, 99% pure, powder, (Boracic Acid), H₃BO₃",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Prismatik DentalCraft Inc | California Academy of Sciences | Catholic University of America,3,2025-10-08,6323.33,9767.92,11,3,19583.97,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",90689,90689,90689
"BARIUM SULFATE, USP, -325 mesh, BaSO₄",LOOKUP_NEEDED,USP,USP,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Merit Medical Systems Inc.,1,2025-10-28,6300.68,8576.25,4,6,13996.25,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (6 deals), Invoice 2025",11508,11508,11508
"AMMONIUM IODIDE, ACS Reagent, granular, NH₄I",12027-06-4,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"GFS Chemicals, Inc. | Let It Snow Inc. | ArtCraft Chemicals, Inc.",4,2025-10-16,6074.15,22355.71,7,1,2281.46,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024, Invoice 2025",18105,18105,18105
50% Perchloroethylene / 50% Monochlorobenzene,LOOKUP_NEEDED,50%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Eastman Chemical Company,1,2025-08-27,6062.49,9039.14,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3141,C3141,C3141
"AMMONIUM BICARBONATE, 20% SOLUTION, theoretical saturation in deionized water, (Ammonium Hydrogen Carbonate), NH₄HCO₃",LOOKUP_NEEDED,20%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Cabot Corporation,1,2025-10-09,5944.79,6673.41,1,1,6342.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",13879,13879,13879
"AMMONIUM CHLORIDE, conforming to G.E. Spec. D4G2C,  NH₄Cl",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Hitemco,1,2025-11-17,5870.48,7244.2,4,2,30763.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",90459,90459,90459
"CALCIUM SULFIDE, 99.9% pure, -325 mesh,  CaS",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2024-12-09,5850.62,17760.0,3,2,10632.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",90767,90767,90767
"SURROGATE WASTE, Batch #3 SWARM Supernatant for Battelle (2025)",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Battelle Pacific N. W. Labs,1,2025-05-16,5837.95,6668.47,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3086,C3086,C3086
C3059,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Barrington Nutritionals,1,2024-06-18,5831.03,7512.0,4,1,3756.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",C3059,C3059,C3059
"ETHYLENEDIAMINETETRAACETIC ACID, ACS Reagent, powder (EDTA, Free Acid; (Ethylenedinitrilo)tetraacetic Acid), C₁₀H₁₆N₂O₈",60-00-4,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Evonik Corporation,1,2025-08-28,5805.18,19832.0,6,5,14568.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (5 deals), Invoice 2023, Invoice 2024, Invoice 2025",16090,16090,16090
"LITHIUM CARBONATE, ACS Reagent, -40 mesh, Li₂CO₃",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-08-08,5750.8,8108.0,2,1,3714.54,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2025",13719,13719,13719
"SURROGATE WASTE FEED, Cluster 16 DFHLW Feed for VSL 2025",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-03-21,5563.84,6041.75,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3103,C3103,C3103
"BENZOTRIAZOLE, 99% pure, (Benzotriazole-1,2,3; Aminobenzene), C₆H₄NHN₂",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"A+ Corporation, LLC",1,2025-07-28,5550.62,20727.5,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,90759,90759,90759
"SODIUM CHLORIDE, USP grade, NaCl",LOOKUP_NEEDED,USP,USP,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,"HACH Company | Alfasigma USA, Inc.",2,2025-10-29,5542.47,6935.61,15,13,8350.36,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (13 deals), Invoice 2023, Invoice 2024, Invoice 2025",18095,18095,18095
"COBALT (II) HYDROXIDE, 99.9% pure, -10 mesh,  Co(OH)₂",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2025-02-24,5453.78,11280.0,4,4,8710.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2024, Invoice 2025",15580,15580,15580
"SODIUM SULFIDE, TRIHYDRATE, Reagent, flake, (Sodium Monosulfide, Trihydrate), Na₂S.3H₂O",LOOKUP_NEEDED,Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,ICL Specialty Products Inc | Clean Harbors Environmental Services -LMF,2,2025-11-14,5446.01,15553.65,6,2,20313.65,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",90743,90743,90743
"CALCIUM CHROMATE, Technical grade, 99.5% pure, -325 mesh, meeting Tech Ord specifications, Item No. 960099, CaCrO₄",LOOKUP_NEEDED,99.5% | Technical Grade,Technical Grade,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Technical Ordnance, Inc.",1,2024-09-18,5423.68,21315.45,4,1,4905.9,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",C2994,C2994,C2994
"SODIUM PEROXIDE, ACS Reagent, -35 mesh,  Na₂O₂",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,PGM of Texas LLC | Legend Smelting & Recycling | 0015018,4,2024-12-20,5364.26,21109.54,30,4,24751.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024",14248,14248,14248
"VANADIUM OXYSULFATE, HYDRATE, USP, V 19.5 - 23.0%, for C2C Nutra, (Vanadyl Sulfate, Hydrate), VOSO₄.xH₂O",LOOKUP_NEEDED,USP,USP,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,"C2C Nutra, LLC",1,2023-06-23,5290.27,6956.0,1,1,8950.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",C2933,C2933,C2933
"BERYLLIUM OXIDE, 99.95% pure, -200 mesh,  BeO",LOOKUP_NEEDED,99.95%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC | Thermo Fisher Scientific,2,2025-05-12,5279.58,16179.0,3,3,13300.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",11640,11640,11640
"NICKEL (II) CHLORIDE, HEXAHYDRATE, 99.5% pure, -20 mesh, (Nickelous Chloride, Hexahydrate), NiCl₂.6H₂O",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Spectrum Chemical Mfg. Corp | FreeForm Technologies | MP Biomedicals LLC,3,2025-11-24,5264.05,11484.0,7,3,8269.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",14055,14055,14055
"CHROMIUM (III) SULFATE, HYDRATE, Reagent, crystalline, (Chromic Sulfate, Hydrate), Cr₂(SO₄)₃.xH₂O",LOOKUP_NEEDED,Reagent,Reagent,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Verdesian Life Sciences, LLC | Fujifilm Irvine Scientific Inc",2,2024-11-21,5221.4,15224.4,6,3,8506.9,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024",14894,14894,14894
"TANTALUM (V) CHLORIDE, 99.99% pure, -6 mesh, (Tantalum  Pentachloride), TaCl₅",LOOKUP_NEEDED,99.99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Ti Anode Fabricators Pvt. Ltd.,1,2025-05-30,5210.0,10710.0,1,1,10710.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",16343,16343,16343
"LEAD (II) OXIDE, Special for BST Systems, (BST Spec SMS-000134 Rev. K), PbO",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"BST Systems, Inc.",1,2025-04-01,5194.77,6280.0,2,2,6280.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2025",C2445,C2445,C2445
"CALCIUM CHLORIDE, DIHYDRATE, ACS Reagent, granular, CaCl₂.2H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"ProTab Laboratories | Barium & Chemicals, Inc. | Verily Life Sciences",3,2025-10-23,5185.07,29150.72,4,2,3546.58,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2025",17996,17996,17996
"SILVER NITRATE, 99.9+% pure, ACS Reagent, -6 mesh,  AgNO₃",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Friendship Oxygen Limited | P & O Custom Glass Mirror | ERC INC,5,2025-03-04,5169.33,32021.54,8,2,16006.4,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",17425,17425,17425
"MAGNESIUM CARBONATE HYDROXIDE, PENTAHYDRATE, 99% pure, USP, -100 mesh, (Magnesium Carbonate, Basic,Pentahydrate), 4MgCO₃-Mg(OH)₂.5H₂O",LOOKUP_NEEDED,99% | USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,Mo-Sci Corporation | Analytichem Canada Inc.,2,2025-06-26,5153.0,7381.39,6,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2024, Invoice 2025",14751,14751,14751
"ARSENIC (III) OXIDE, Reagent grade, -60 mesh, (Arsenic Trioxide), As₂O₃",1327-53-3,Reagent,Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Sigma-Aldrich International GmbH,1,2025-11-06,5085.06,15640.76,5,5,60850.49,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (5 deals), Invoice 2023, Invoice 2024, Invoice 2025",90916,90916,90916
"CIP ACID CLEAN, 10% solution with chelating agents",LOOKUP_NEEDED,10%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Crazy Bottling Company, LLC.",1,2025-12-10,5063.01,5625.56,5,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024, Invoice 2025",11202,11202,11202
"SODIUM BICARBONATE, USP, powder, treated with Tricalcium Phosphate, NaHCO₃",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,BluePallet | The Lavish Goat,2,2024-12-19,5046.22,49390.0,4,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",16222,16222,16222
"LEAD ACETATE/CHROMIUM ACETATE SOLUTION, 2.0% Pb, 3.4% Cr, for Eastman Chemical",LOOKUP_NEEDED,2.0% | 3.4%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Eastman Chemical Company,1,2023-08-21,4993.54,8947.2,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C3041,C3041,C3041
"METHANOL, 99% pure, (Methyl Alcohol), CH₃OH",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"NOV, Inc.",1,2024-07-31,4957.11,5010.68,2,1,2670.34,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",C2056,C2056,C2056
"SURROGATE WASTE, PFOOS Simulant for Nuvision Engineering, crystallization path",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"NuVision Engineering, Inc.",1,2025-06-12,4939.89,5152.22,5,1,2391.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",C3091,C3091,C3091
"COPPER (II) SULFATE, ANHYDROUS, Reagent, -100 mesh, (Cupric Sulfate), CuSO₄",LOOKUP_NEEDED,Reagent,Anhydrous | Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,"Thermo Fisher Scientific | ES Laboratory, LLC",2,2025-10-01,4894.38,5660.8,3,2,3888.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024, Invoice 2025",13861,13861,13861
"ALUMINUM (III) ACETYLACETONATE, 99.9% pure, -25 +100 mesh, very low dust, (Aluminum 2,4-Pentanedionate), Al(C₅H₇O₂)₃",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Toyo Ink America, LLC",1,2025-08-19,4867.68,14980.0,3,2,15005.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",14700,14700|Temp. Prod.,14700
"COBALT (II) ACETATE, TETRAHYDRATE, 99.9% pure, ACS Reagent, -6 mesh,  Co(OOCCH₃)₂.4H₂O",LOOKUP_NEEDED,99.9% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Chasm Advanced Materials, Inc | NLCE Denmark, LLC",2,2024-12-13,4858.37,15320.26,5,2,2969.41,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",16951,16951,16951
"SODIUM BICARBONATE, Tech grade, powder, NaHCO₃",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,Consumer & Industrial,PROVISIONAL: Unclassified; Consumer & Industrial,BluePallet | The Lavish Goat,2,2023-08-02,4785.0,39160.0,5,1,16500.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",18007,18007,18007
"CHROMIUM (II) CHLORIDE, 99.9% pure, -80 mesh, (Chromium Dichloride), CrCl₂",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Oakwood Products, Inc.",1,2025-09-08,4764.35,24509.4,4,1,9547.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2025",12167,12167,12167
"MERCURY (II) OXIDE, RED, 99.9% pure, -200 mesh, (Mercuric Oxide, Red), HgO",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified | Aerospace & Defense,PROVISIONAL: Life Sciences & Pharma; Unclassified; Aerospace & Defense,"HACH Company | ESS | B3 Systems, Inc.",3,2025-03-06,4749.26,4976.16,3,1,3267.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024, Invoice 2025",11334,11334,11334
"MANGANESE (II) CHLORIDE, TETRAHYDRATE, 99% pure,  ACS Reagent, -40 mesh, (Manganese Dichloride, Tetrahydrate), MnCl₂.4H₂O",LOOKUP_NEEDED,99% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,RWM Technologies | Alsym Energy,2,2024-01-22,4671.66,8290.0,2,1,100.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",15234,15234,15234
